experiment_id,variant_id,seed,cumulative_payoff,mean_payoff,early_exploitation_rate,betrayal_recovery_time,post_betrayal_p0_selection_rate,post_betrayal_p0_high_investment_rate,selection_gini,entropy_early,entropy_mid,entropy_late,beta_range,reengagement_rate,payoff_recovery,reengagement_latency,beta_pre,beta_betrayal,beta_repair,beta_recovery_r080,beta_recovery_r100,beta_recovery_r120,beta_recovery_r140,beta_recovery_r160,beta_recovery_r180,beta_recovery_r200
betrayal,alpha_0p05,14211,3800.0,9.5,0.0,4.0,0.225,0.1,0.2775,9.267591112908699,9.170398074393125,8.97215513968317,0.15770939863832228,0.11392405063291139,0.9996558488488144,5.0,1.098992317609556,1.137936988734173,1.1168108644197525,1.1259083267908414,1.1374743384123556,1.1369369792672481,1.1223175173623148,1.1144308683918838,1.1099312708273286,1.1052116152278764
betrayal,alpha_0p05,14212,3876.0,9.69,0.0,4.0,0.1,0.025,0.59,8.857113441220696,8.641690908616948,8.640707944373359,0.13707224356625497,0.012658227848101266,0.9896426016149364,50.0,1.0892693868194039,1.1191166080614123,1.118151544044305,1.1178289507876031,1.1189153658970106,1.11871332648535,1.11871332648535,1.11871332648535,1.1171829536287108,1.1171829536287108
betrayal,alpha_0p05,14213,3759.0,9.3975,0.0,4.0,0.5,0.225,0.3975,9.093487939058962,9.007973682748075,9.134950380031984,0.13026831876805678,0.31645569620253167,0.7818458726774291,0.0,1.0890087111463918,1.137966819715873,1.118167303547244,1.093699701916306,1.1351659150334699,1.1391866583946335,1.1271940143819457,1.1175785509363143,1.109839989241924,1.1003522636800191
betrayal,alpha_0p05,14214,3722.0,9.305,0.0,4.0,0.225,0.075,0.3575,9.028327347553688,9.08887052616898,8.89645289856723,0.13569435105808209,0.10126582278481013,0.9401494587982977,0.0,1.0606299938119257,1.1251460533976168,1.106387758868074,1.120788506047835,1.1237569503041196,1.1253698732759445,1.1164737586913636,1.104466389234311,1.0999803597314026,1.095629249236686
betrayal,alpha_0p05,14215,3636.0,9.09,0.0,27.0,0.475,0.225,0.2475,9.006816572059424,8.985761625984198,8.527480211204324,0.15213763549730858,0.24050632911392406,1.0160120090067553,2.0,1.1230341311969732,1.1385971159171493,1.1175045177983793,1.1542923273345158,1.137695128051952,1.120208200646558,1.1155120755844457,1.1246428787739975,1.1137671822666468,1.1040148209331058
betrayal,alpha_0p05,14216,3770.0,9.425,0.0,8.0,0.65,0.25,0.3925,8.848333944687932,8.96615204782187,9.194759723923243,0.15697731172312251,0.31645569620253167,0.8510109744976573,1.0,1.0649012328982468,1.15589316292173,1.1824546369409086,1.055624952751045,1.168419145521664,1.2157946975507699,1.199050553116079,1.197684874088768,1.1601358567730125,1.145005468995079
betrayal,alpha_0p05,14217,3754.0,9.385,0.0,18.0,0.325,0.125,0.4875,8.833098119946923,8.850563877925056,8.65187086365287,0.1434177635426223,0.3037974683544304,0.9750300120048019,1.0,1.0983064271333378,1.1634938984830463,1.1276755664783251,1.1684185060956152,1.164406172367554,1.1545488180446557,1.1452604470533974,1.1160423081835595,1.102757565714917,1.1232233535815421
betrayal,alpha_0p05,14218,3702.0,9.255,0.0,4.0,0.5,0.175,0.315,9.044360551727387,8.946651508062937,9.1082160987999,0.16403212338344958,0.379746835443038,0.9728847602309817,0.0,1.1327037048945512,1.1474896336252953,1.1193176747716083,1.177556811854174,1.1492078432803823,1.1338031809119105,1.1221528788662851,1.120940156107791,1.1158163445153095,1.099929491921011
betrayal,alpha_0p05,14219,4235.0,10.5875,0.0,30.0,0.225,0.15,0.42,9.09861808477491,8.963653232428907,8.603576900601569,0.14743754410588494,0.11392405063291139,1.1253013684675202,5.0,1.080612421086331,1.1630503706418427,1.1803101406344252,1.1449427777334034,1.1575058752751668,1.181429331218478,1.1840524233627585,1.1805403438313038,1.1793578905255275,1.1646640145435927
betrayal,alpha_0p1,14200,3808.0,9.52,0.0,107.0,0.15,0.025,0.3625,9.06852320467001,8.964454248903442,9.111695813360209,0.17635209570981564,0.27848101265822783,0.9516740256579633,6.0,1.1245444001901848,1.194305680072374,1.1548544760396386,1.210589211408808,1.1915733202219423,1.17701707551409,1.1577296906314958,1.1741997118786296,1.145578524224425,1.105424678838288
