experiment_id,variant_id,seed,cumulative_payoff,mean_payoff,early_exploitation_rate,betrayal_recovery_time,post_betrayal_p0_selection_rate,post_betrayal_p0_high_investment_rate,selection_gini,entropy_early,entropy_mid,entropy_late,beta_range,trust_approach_latency,trust_withdrawal_latency,trust_asymmetry
partner_choice,naive_high_alpha,24203,2208.5,11.0425,0.0,65.0,,,0.575,4.813230648623469,5.087585137101833,6.792557026120077,0.7319866122299457,1.0,16.0,16.0
partner_choice,naive_high_alpha,24204,2046.5,10.2325,0.0,17.0,,,0.3525,6.426069939388434,6.27814087481463,6.861501402247801,0.7114286403754441,1.0,23.0,23.0
partner_choice,naive_high_alpha,24205,2250.5,11.2525,0.03333333333333333,11.0,,,0.5075,5.599703039447999,4.915767785235479,5.712236069724807,0.5155609594463791,1.0,1.0,1.0
partner_choice,naive_high_alpha,24206,2160.5,10.8025,0.0,4.0,,,0.3875,4.702043589837641,5.914945742390682,7.300767125589269,0.9124626426255174,1.0,1.0,1.0
partner_choice,naive_high_alpha,24207,1876.5,9.3825,0.03333333333333333,5.0,,,0.29,7.046980329333772,7.925818818748154,8.060474573480327,0.96427521024813,1.0,1.0,1.0
partner_choice,naive_high_alpha,24208,2096.5,10.4825,0.23333333333333334,8.0,,,0.445,5.747408917256546,6.640160956487409,5.939127627856919,0.7453587482221784,1.0,1.0,1.0
partner_choice,naive_high_alpha,24209,2043.5,10.2175,0.06666666666666667,64.0,,,0.4075,5.750918138615504,6.416744992447675,6.819360696056232,0.7410351810873202,1.0,1.0,1.0
partner_choice,naive_high_alpha,24210,2135.0,10.675,0.0,,,,0.29,6.435545511076813,6.524558158623578,6.059883918871862,0.8862308078874203,1.0,2.0,2.0
partner_choice,naive_high_alpha,24211,2195.5,10.9775,0.03333333333333333,5.0,,,0.6,5.521489935827341,6.064880011568431,4.868885328369367,0.6823864766560309,1.0,1.0,1.0
partner_choice,naive_high_alpha,24212,2270.0,11.35,0.23333333333333334,4.0,,,0.6725,5.656412906990022,4.857976219743888,4.977369607519283,0.4323708602256376,3.0,1.0,0.3333333333333333
partner_choice,naive_high_alpha,24213,1973.0,9.865,0.0,11.0,,,0.4075,5.370672460566942,7.4619013137648444,7.502147053184122,0.9043874261531721,1.0,32.0,32.0
partner_choice,naive_high_alpha,24214,2256.5,11.2825,0.0,72.0,,,0.275,5.537788339902914,5.54069828318522,5.193466682603572,0.6181205188672736,1.0,9.0,9.0
partner_choice,naive_high_alpha,24215,2077.5,10.3875,0.5,4.0,,,0.5125,7.060092143456486,5.708069482461788,7.906037776140162,0.8360723700899606,1.0,6.0,6.0
partner_choice,naive_high_alpha,24216,2216.5,11.0825,0.36666666666666664,4.0,,,0.5475,6.732305727997228,4.420534153830073,6.59781216865601,0.7830596288269951,1.0,3.0,3.0
partner_choice,naive_high_alpha,24217,2065.0,10.325,0.0,4.0,,,0.375,7.131549040777004,6.147564365671204,7.122896458086693,1.0420836050049893,1.0,3.0,3.0
partner_choice,naive_high_alpha,24218,2263.5,11.3175,0.03333333333333333,7.0,,,0.5775,4.807035602406837,5.7128322597562615,4.203871198891247,0.6448944119632407,1.0,4.0,4.0
partner_choice,naive_high_alpha,24219,2033.0,10.165,0.16666666666666666,4.0,,,0.4025,7.305408979278352,7.098666238689393,5.31777714269213,0.846789539136284,3.0,3.0,1.0
partner_choice,naive_low_alpha,24200,2063.5,10.3175,0.06666666666666667,24.0,,,0.5075,7.183721864867472,7.066140743310062,7.777737140393753,0.2603592186075334,3.0,1.0,0.3333333333333333
partner_choice,naive_low_alpha,24201,2096.5,10.4825,0.03333333333333333,58.0,,,0.565,7.384567988366585,6.588420387264426,7.63779991329157,0.23236151165314808,1.0,1.0,1.0
partner_choice,naive_low_alpha,24202,2086.0,10.43,0.06666666666666667,28.0,,,0.57,6.5101323305676795,6.992768546793497,7.567272610812626,0.22396988766748235,2.0,3.0,1.5
partner_choice,naive_low_alpha,24203,2133.5,10.6675,0.0,57.0,,,0.565,6.473313088394686,6.694282462674476,7.8184421025810975,0.24211546397443792,1.0,10.0,10.0
partner_choice,naive_low_alpha,24204,2026.5,10.1325,0.0,,,,0.17,6.894203345262376,7.712552849315382,7.898604071833049,0.35599179490354693,1.0,28.0,28.0
partner_choice,naive_low_alpha,24205,2183.5,10.9175,0.0,4.0,,,0.6175,6.73338055709851,6.8894569314526075,7.0685876961419005,0.17158033818882015,1.0,1.0,1.0
partner_choice,naive_low_alpha,24206,2172.5,10.8625,0.0,4.0,,,0.435,6.41274067757673,7.015458341680722,7.265298628690935,0.250639437655091,1.0,1.0,1.0
partner_choice,naive_low_alpha,24207,1941.5,9.7075,0.06666666666666667,7.0,,,0.3775,7.341444800618523,7.679016380463257,7.997425415543125,0.32796968248352054,1.0,1.0,1.0
partner_choice,naive_low_alpha,24208,2066.0,10.33,0.2,,,,0.3525,6.98516511648517,7.565662382637452,7.8726761728977,0.3122125976184459,1.0,4.0,4.0
partner_choice,naive_low_alpha,24209,2136.0,10.68,0.06666666666666667,4.0,,,0.36,6.91863995005213,7.15008677061324,6.935482842645228,0.2752421820106336,1.0,1.0,1.0
partner_choice,naive_low_alpha,24210,1896.0,9.48,0.0,4.0,,,0.385,7.6411887419210265,7.687161649669606,7.979944515431852,0.3052953250520256,1.0,2.0,2.0
partner_choice,naive_low_alpha,24211,2141.5,10.7075,0.03333333333333333,,,,0.575,6.822877196644308,7.151272190719771,6.7941358655735105,0.21938661824753453,1.0,1.0,1.0
partner_choice,naive_low_alpha,24212,2212.0,11.06,0.2,4.0,,,0.6675,6.964631583812101,6.694440546682581,6.669570126099978,0.1402650104585731,3.0,1.0,0.3333333333333333
partner_choice,naive_low_alpha,24213,2005.5,10.0275,0.03333333333333333,11.0,,,0.4875,6.810905475878592,7.689587401322991,7.536333208991763,0.25560781519247,1.0,8.0,8.0
partner_choice,naive_low_alpha,24214,2191.0,10.955,0.0,4.0,,,0.595,7.453207536806404,7.056522300471807,6.726028120245665,0.19502924753849946,1.0,1.0,1.0
partner_choice,naive_low_alpha,24215,1923.0,9.615,0.4666666666666667,85.0,,,0.3875,7.5642371350988205,7.583015498173262,7.83424211457804,0.30725510690283786,1.0,7.0,7.0
partner_choice,naive_low_alpha,24216,2184.0,10.92,0.06666666666666667,29.0,,,0.57,6.765586744358623,6.737791341410977,7.386696071991716,0.2144838519432317,1.0,1.0,1.0
partner_choice,naive_low_alpha,24217,1793.5,8.9675,0.0,4.0,,,0.045,7.855307998185614,7.744570823255707,7.678238429152914,0.3488137086178633,1.0,2.0,2.0
partner_choice,naive_low_alpha,24218,2208.0,11.04,0.03333333333333333,7.0,,,0.6075,6.522583485095018,6.639257205270816,6.646507701251453,0.1772875020806427,1.0,4.0,4.0
partner_choice,naive_low_alpha,24219,1842.0,9.21,0.06666666666666667,4.0,,,0.2325,7.7766254978990865,7.925604979462273,7.965206600717916,0.3500793794198002,3.0,3.0,1.0
partner_choice,no_affect,24200,2213.5,11.0675,0.06666666666666667,4.0,,,0.435,7.480243174363786,7.219247853541808,7.236694997894066,,3.0,1.0,0.3333333333333333
partner_choice,no_affect,24201,2096.5,10.4825,0.03333333333333333,62.0,,,0.6,7.499601471352582,6.934921820726433,7.520159261104073,,1.0,1.0,1.0
partner_choice,no_affect,24202,2073.0,10.365,0.06666666666666667,60.0,,,0.63,6.977671347691265,7.12313109753131,7.375777187492094,,2.0,3.0,1.5
partner_choice,no_affect,24203,2120.0,10.6,0.03333333333333333,6.0,,,0.5825,6.969597013586475,7.0180955833231975,7.914923565322696,,1.0,5.0,5.0
partner_choice,no_affect,24204,2109.5,10.5475,0.03333333333333333,,,,0.35,7.775013530406608,7.380849834522536,7.475294304490919,,1.0,5.0,5.0
partner_choice,no_affect,24205,1806.5,9.0325,0.03333333333333333,4.0,,,0.2825,8.036804799803862,7.930723602533246,7.7293715581527,,1.0,1.0,1.0
partner_choice,no_affect,24206,2190.0,10.95,0.0,4.0,,,0.445,7.2140332804168,7.3836677400556265,7.012418794733028,,1.0,1.0,1.0
partner_choice,no_affect,24207,2077.0,10.385,0.03333333333333333,,,,0.3725,7.789256687100176,7.122960721690675,7.641968318207001,,1.0,1.0,1.0
partner_choice,no_affect,24208,1810.5,9.0525,0.06666666666666667,84.0,,,0.16,8.008966020978225,7.804613093884672,7.628598956819921,,1.0,1.0,1.0
partner_choice,no_affect,24209,2125.0,10.625,0.03333333333333333,75.0,,,0.5875,7.488200388495687,7.031633661980994,6.971833117506755,,1.0,1.0,1.0
partner_choice,no_affect,24210,2034.5,10.1725,0.0,4.0,,,0.5175,7.852681118992773,7.391245588939048,7.271968737271523,,1.0,2.0,2.0
partner_choice,no_affect,24211,2193.5,10.9675,0.03333333333333333,4.0,,,0.6425,7.510755372028987,6.835621175047811,6.746590868161416,,1.0,1.0,1.0
partner_choice,no_affect,24212,2208.5,11.0425,0.06666666666666667,4.0,,,0.67,7.4983687911792325,6.8611137111372145,6.90950387554684,,3.0,1.0,0.3333333333333333
partner_choice,no_affect,24213,1948.0,9.74,0.0,12.0,,,0.48,7.181927989962682,7.74031096224787,7.817519234462861,,1.0,7.0,7.0
partner_choice,no_affect,24214,2179.0,10.895,0.0,4.0,,,0.51,7.516011299287496,7.435277798841501,7.092901901395547,,1.0,5.0,5.0
partner_choice,no_affect,24215,1805.5,9.0275,0.1,111.0,,,0.165,8.034435777829794,7.9277944491997205,7.8321128341632855,,1.0,5.0,5.0
partner_choice,no_affect,24216,1871.0,9.355,0.3,4.0,,,0.3075,7.960624714237301,7.876232151983579,7.792348922722979,,1.0,1.0,1.0
partner_choice,no_affect,24217,1803.0,9.015,0.0,4.0,,,0.105,8.064194710579109,7.767580173043128,7.6296983686754825,,1.0,2.0,2.0
partner_choice,no_affect,24218,2196.0,10.98,0.03333333333333333,7.0,,,0.6325,7.162760834951671,6.882104208851557,6.830011423075427,,1.0,4.0,4.0
partner_choice,no_affect,24219,1809.5,9.0475,0.06666666666666667,4.0,,,0.2575,7.99191030960229,7.950751902284282,7.911577871917109,,3.0,3.0,1.0
