experiment_id,variant_id,seed,cumulative_payoff,mean_payoff,early_exploitation_rate,betrayal_recovery_time,post_betrayal_p0_selection_rate,post_betrayal_p0_high_investment_rate,selection_gini,entropy_early,entropy_mid,entropy_late,beta_range,alpha
betrayal,alpha_2p0,14202,1884.5,9.4225,0.0,78.0,0.2,0.025,0.0875,9.31992836470642,9.421937791394747,9.252005652500438,0.8825488156427905,2.0
betrayal,alpha_2p0,14203,1858.0,9.29,0.0,29.0,0.1,0.05,0.3625,8.742187801666589,8.919603321332819,8.87226250113604,1.0875787026960824,2.0
betrayal,alpha_2p0,14204,1884.0,9.42,0.0,65.0,0.025,0.0,0.4025,9.053864463110152,8.763873349340322,8.67502398363872,0.9259338782111843,2.0
betrayal,alpha_2p0,14205,1843.0,9.215,0.0,4.0,0.75,0.125,0.4075,8.996947752372472,8.552645591975418,7.4832476672603345,0.9830033645593723,2.0
betrayal,alpha_2p0,14206,1816.0,9.08,0.0,4.0,0.725,0.325,0.4575,9.068823828453471,8.727090406107036,6.52490794710499,0.9792839104324236,2.0
betrayal,alpha_2p0,14207,1868.0,9.34,0.0,25.0,0.225,0.075,0.2675,9.159674725029243,9.194614439158473,9.003959921105242,0.7773896482166962,2.0
betrayal,alpha_2p0,14208,1845.5,9.2275,0.0,4.0,0.375,0.15,0.4575,8.708912988728784,8.84662313124428,8.321698646469454,0.9525370588991302,2.0
betrayal,alpha_2p0,14209,1978.0,9.89,0.0,4.0,0.675,0.35,0.32,8.888710016692883,8.565532951029304,9.447389139569317,0.9170727736419297,2.0
betrayal,alpha_2p0,14210,1876.5,9.3825,0.0,4.0,0.4,0.075,0.2475,9.037750089130327,8.444571014990196,8.821415410865903,0.9247674154151698,2.0
betrayal,alpha_2p0,14211,2248.5,11.2425,0.0,,0.0,0.0,0.515,8.512572555584173,7.593471035415065,7.5676790362094755,0.5091628220933255,2.0
betrayal,alpha_2p0,14212,1861.5,9.3075,0.0,6.0,0.6,0.15,0.24,9.22270783303627,8.516967308768214,8.75911985736799,0.941608738360942,2.0
betrayal,alpha_2p0,14213,1957.5,9.7875,0.0,4.0,0.85,0.375,0.48,8.306265820066047,8.283852716634321,8.80555969613349,0.8152957647010989,2.0
betrayal,alpha_2p0,14214,2241.0,11.205,0.0,4.0,0.05,0.025,0.6775,7.736219678264115,7.259872259748419,7.227328480948998,0.49380526107590494,2.0
betrayal,alpha_2p0,14215,1841.5,9.2075,0.0,27.0,0.525,0.2,0.345,9.008089625091355,8.92806813051532,8.972155376677323,0.7775966487469232,2.0
betrayal,alpha_2p0,14216,1957.0,9.785,0.0,,0.675,0.35,0.49,7.512451644129733,8.521180949018188,8.349464581517356,0.9268154765022998,2.0
betrayal,alpha_2p0,14217,1956.0,9.78,0.0,24.0,0.5,0.225,0.42,8.171884540496443,8.36472659908292,8.506608899790493,0.9444810523570699,2.0
betrayal,alpha_2p0,14218,1851.0,9.255,0.0,4.0,0.425,0.05,0.23,9.223490974883044,8.116166379264458,8.248588502301779,0.9827273687972792,2.0
betrayal,alpha_2p0,14219,2205.0,11.025,0.0,115.0,0.025,0.025,0.5625,9.068007639821273,6.908478181682186,7.0082568816642645,0.6382950321232721,2.0
betrayal,alpha_4p0,14200,1919.5,9.5975,0.0,101.0,0.225,0.025,0.3675,8.37164174493703,8.998619452783185,8.895464845781158,1.0321113465707612,4.0
betrayal,alpha_4p0,14201,1928.5,9.6425,0.0,44.0,0.6,0.425,0.5025,8.120322822546456,8.490710241395055,8.989692034084102,1.115846141116399,4.0
betrayal,alpha_4p0,14202,1862.5,9.3125,0.0,6.0,0.25,0.125,0.0825,9.330575675939667,9.313340579687907,8.963767970773656,1.2551675999380112,4.0
betrayal,alpha_4p0,14203,1894.0,9.47,0.0,36.0,0.125,0.05,0.26,8.300153921956973,9.096403234428088,8.111270005218254,1.2742803425652642,4.0
betrayal,alpha_4p0,14204,2244.5,11.2225,0.0,66.0,0.0,0.0,0.695,7.873137783397456,7.141931575530139,7.030141375837981,0.5632930687729598,4.0
betrayal,alpha_4p0,14205,1795.5,8.9775,0.0,4.0,0.4,0.1,0.2075,9.156023722105246,8.925783263290711,7.633155359360998,1.1468979846425928,4.0
betrayal,alpha_4p0,14206,1831.5,9.1575,0.0,4.0,0.525,0.25,0.435,9.034345838955527,8.81803447095265,7.257972693723212,1.2372330646891787,4.0
betrayal,alpha_4p0,14207,1814.5,9.0725,0.0,10.0,0.275,0.175,0.28,9.172155142485588,9.242329729138511,9.07662843297271,1.1105162241233637,4.0
betrayal,alpha_4p0,14208,2210.0,11.05,0.0,,0.225,0.125,0.505,7.418679487597423,7.392991159995425,7.25928894872141,0.674302685103382,4.0
betrayal,alpha_4p0,14209,1867.0,9.335,0.0,4.0,0.25,0.1,0.1425,9.272880343041441,9.297409136645076,9.277502411895329,1.1806703079442238,4.0
betrayal,alpha_4p0,14210,1862.0,9.31,0.0,4.0,0.5,0.1,0.1875,9.13588340654758,8.021824507042513,8.45343335139774,1.074093006699887,4.0
betrayal,alpha_4p0,14211,1886.5,9.4325,0.0,4.0,0.2,0.075,0.19,8.931482662268163,8.811540047766766,8.622395977876002,1.1684730307302016,4.0
betrayal,alpha_4p0,14212,2110.0,10.55,0.0,,0.025,0.0,0.565,8.97446807673246,7.683905728282199,7.52666744556205,0.7425179245226772,4.0
betrayal,alpha_4p0,14213,2179.0,10.895,0.0,75.0,0.025,0.0,0.665,7.920226771307544,7.41815729816629,7.468907685398005,0.6616617957099112,4.0
betrayal,alpha_4p0,14214,1874.5,9.3725,0.0,4.0,0.225,0.1,0.27,8.951647986725222,8.978769919126115,8.001218742911684,1.2229316182955587,4.0
betrayal,alpha_4p0,14215,2010.5,10.0525,0.0,46.0,0.725,0.4,0.5175,7.199506671638744,8.278633969371157,8.9111444595955,1.0076803426679457,4.0
betrayal,alpha_4p0,14216,1860.0,9.3,0.0,11.0,0.575,0.175,0.4475,9.165830226469167,8.958285571769828,7.478274146750221,1.0020013857595513,4.0
betrayal,alpha_4p0,14217,1877.0,9.385,0.0,22.0,0.35,0.15,0.4025,8.454009825800147,8.674724146475485,7.78166858715167,1.2475774402920945,4.0
betrayal,alpha_4p0,14218,1958.0,9.79,0.0,4.0,0.7,0.375,0.4725,8.300585680731638,8.322712927922089,9.003507571999089,1.1006530812717559,4.0
betrayal,alpha_4p0,14219,1861.0,9.305,0.0,74.0,0.15,0.025,0.1275,9.265052637965148,9.250766468269358,8.911064209812936,1.2041504592162244,4.0
betrayal,alpha_8p0,14200,2205.5,11.0275,0.0,,0.125,0.075,0.3325,8.421687133906515,7.8379157018494015,7.565787922022974,1.1513495781886935,8.0
betrayal,alpha_8p0,14201,1929.5,9.6475,0.0,4.0,0.7,0.275,0.53,7.383408071650498,8.291047590981423,7.528120507652734,1.3093105843649775,8.0
betrayal,alpha_8p0,14202,1829.5,9.1475,0.0,6.0,0.3,0.175,0.075,9.322837771095458,9.41385725349337,8.961306126634325,1.3469199521611925,8.0
betrayal,alpha_8p0,14203,1892.0,9.46,0.0,7.0,0.175,0.05,0.05,8.397385717703433,9.178849901143632,8.613254148408368,1.4251127619648156,8.0
betrayal,alpha_8p0,14204,1903.0,9.515,0.0,37.0,0.15,0.05,0.2925,8.51632990006293,8.99125201071713,7.659317436353016,1.1440946888797094,8.0
betrayal,alpha_8p0,14205,1853.5,9.2675,0.0,4.0,0.775,0.175,0.4325,8.721991203345233,8.354935562244385,7.546473169559772,1.3830423625006891,8.0
betrayal,alpha_8p0,14206,2187.5,10.9375,0.0,4.0,0.05,0.025,0.655,7.735425879048215,7.791351549270736,7.508212668179817,0.9809596471123305,8.0
betrayal,alpha_8p0,14207,1849.0,9.245,0.0,29.0,0.45,0.1,0.3825,8.95328180581587,8.652187900045979,8.187964925688663,1.3909166623385816,8.0
betrayal,alpha_8p0,14208,1878.0,9.39,0.0,6.0,0.3,0.125,0.4325,8.674775290043652,8.5672034186178,8.411929321337158,1.3522384445789637,8.0
betrayal,alpha_8p0,14209,2138.5,10.6925,0.0,4.0,0.1,0.05,0.56,8.662352745597062,7.544342874151726,7.353322396173213,1.0514793277927204,8.0
betrayal,alpha_8p0,14210,1947.5,9.7375,0.0,4.0,0.65,0.4,0.495,7.806937441895626,8.48270458957123,8.924021033483122,1.3256514954245224,8.0
betrayal,alpha_8p0,14211,2219.5,11.0975,0.0,,0.0,0.0,0.585,8.369088966482254,6.598919648001819,7.3657599793983985,1.0673388612982342,8.0
betrayal,alpha_8p0,14212,1852.0,9.26,0.0,8.0,0.525,0.125,0.285,9.016749255926108,8.325222991157046,8.969202149175558,1.364041947940395,8.0
betrayal,alpha_8p0,14213,2171.5,10.8575,0.0,50.0,0.025,0.0,0.675,7.9535019294345615,7.327451303797086,7.326942916163148,0.8695657249639062,8.0
betrayal,alpha_8p0,14214,2159.0,10.795,0.0,,0.25,0.075,0.545,8.389595646819814,7.540124540111213,7.365264818957753,1.0636978087919227,8.0
betrayal,alpha_8p0,14215,1817.0,9.085,0.0,29.0,0.425,0.175,0.2,9.104341949223707,8.076560208658059,8.280244446130876,1.4422405717656022,8.0
betrayal,alpha_8p0,14216,1829.0,9.145,0.0,8.0,0.45,0.125,0.25,9.292840763929716,8.711320627336917,8.30363177749571,1.349048200117163,8.0
betrayal,alpha_8p0,14217,2216.0,11.08,0.0,,0.025,0.0,0.6725,8.064936351209532,6.6617993526038175,5.638879227046877,0.7939496069467051,8.0
betrayal,alpha_8p0,14218,1924.0,9.62,0.0,4.0,0.3,0.075,0.3875,8.277388623927301,8.835618557446868,8.890244438762654,1.320875672571998,8.0
